,discipline,SPMDIR,PARCOACH-static,PARCOACH-dynamic,RMASanitizer-NoOpt,MUST-TSan
Correct-lockallflushlocal-fetch_and_op_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-fetch_and_op_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-fetch_and_op_get-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockallflushlocal-fetch_and_op_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-fetch_and_op_put-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-fetch_and_op_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-fetch_and_op_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-fetch_and_op_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-fetch_and_op_rput-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-get_accumulate-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockallflushlocal-get_accumulate_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-get_accumulate_bufread-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-get_accumulate_bufwrite-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-get_accumulate_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-get_accumulate_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-get_accumulate_get-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockallflushlocal-get_accumulate_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-get_accumulate_put-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-get_accumulate_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-get_accumulate_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-get_accumulate_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-get_accumulate_rput-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-get_bufread-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockallflushlocal-get_bufwrite-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockallflushlocal-get_compare_and_swap-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockallflushlocal-get_fetch_and_op-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockallflushlocal-get_get-001.c,RMA,TN,FP,FP,TN,TN
Correct-lockallflushlocal-get_get_accumulate-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockallflushlocal-get_put-001.c,RMA,TN,FP,FP,TN,TN
Correct-lockallflushlocal-get_raccumulate-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockallflushlocal-get_rget-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockallflushlocal-get_rget_accumulate-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockallflushlocal-get_rput-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockallflushlocal-put_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-put_bufread-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-put_bufwrite-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockallflushlocal-put_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-put_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-put_get-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockallflushlocal-put_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-put_put-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-put_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-put_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-put_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-put_rput-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-raccumulate_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-raccumulate_bufread-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-raccumulate_bufwrite-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-raccumulate_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-raccumulate_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-raccumulate_get-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockallflushlocal-raccumulate_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-raccumulate_put-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-raccumulate_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-raccumulate_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-raccumulate_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-raccumulate_rput-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rget_accumulate_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rget_accumulate_bufread-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rget_accumulate_bufwrite-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rget_accumulate_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rget_accumulate_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rget_accumulate_get-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockallflushlocal-rget_accumulate_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rget_accumulate_put-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rget_accumulate_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rget_accumulate_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rget_accumulate_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rget_accumulate_rput-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rget_bufread-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rget_bufwrite-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rget_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rget_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rget_get-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockallflushlocal-rget_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rget_put-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rget_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rget_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rget_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rget_rput-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rput_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rput_bufread-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rput_bufwrite-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rput_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rput_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rput_get-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockallflushlocal-rput_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rput_put-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rput_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rput_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rput_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockallflushlocal-rput_rput-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-accumulate_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-accumulate_bufread-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-accumulate_bufwrite-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-accumulate_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-accumulate_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-accumulate_get-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflush-accumulate_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-accumulate_put-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-accumulate_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-accumulate_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-accumulate_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-accumulate_rput-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-bufread_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-bufread_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-bufread_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-bufread_get-001.c,RMA,TN,FP,FP,TN,TN
Correct-lockflush-bufread_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-bufread_put-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-bufread_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-bufread_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-bufread_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-bufread_rput-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-bufwrite_accumulate-001.c,RMA,TN,TN,FP,TN,TN
Correct-lockflush-bufwrite_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-bufwrite_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-bufwrite_get-001.c,RMA,TN,FP,FP,TN,TN
Correct-lockflush-bufwrite_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-bufwrite_put-001.c,RMA,TN,TN,FP,TN,TN
Correct-lockflush-bufwrite_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-bufwrite_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-bufwrite_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-bufwrite_rput-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-compare_and_swap_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-compare_and_swap_bufread-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-compare_and_swap_bufwrite-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-compare_and_swap_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-compare_and_swap_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-compare_and_swap_get-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflush-compare_and_swap_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-compare_and_swap_put-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-compare_and_swap_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-compare_and_swap_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-compare_and_swap_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-compare_and_swap_rput-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-fetch_and_op_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-fetch_and_op_bufread-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-fetch_and_op_bufwrite-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-fetch_and_op_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-fetch_and_op_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-fetch_and_op_get-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflush-fetch_and_op_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-fetch_and_op_put-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-fetch_and_op_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-fetch_and_op_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-fetch_and_op_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-fetch_and_op_rput-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-get_accumulate-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflush-get_accumulate_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-get_accumulate_bufread-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-get_accumulate_bufwrite-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-get_accumulate_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-get_accumulate_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-get_accumulate_get-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflush-get_accumulate_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-get_accumulate_put-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-get_accumulate_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-get_accumulate_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-get_accumulate_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-get_accumulate_rput-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-get_bufread-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflush-get_bufwrite-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflush-get_compare_and_swap-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflush-get_fetch_and_op-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflush-get_get-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflush-get_get_accumulate-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflush-get_put-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflush-get_raccumulate-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflush-get_rget-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflush-get_rget_accumulate-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflush-get_rput-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflush-put_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-put_bufread-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-put_bufwrite-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-put_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-put_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-put_get-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflush-put_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-put_put-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-put_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-put_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-put_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-put_rput-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-raccumulate_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-raccumulate_bufread-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-raccumulate_bufwrite-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-raccumulate_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-raccumulate_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-raccumulate_get-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflush-raccumulate_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-raccumulate_put-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-raccumulate_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-raccumulate_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-raccumulate_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-raccumulate_rput-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rget_accumulate_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rget_accumulate_bufread-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rget_accumulate_bufwrite-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rget_accumulate_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rget_accumulate_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rget_accumulate_get-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflush-rget_accumulate_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rget_accumulate_put-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rget_accumulate_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rget_accumulate_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rget_accumulate_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rget_accumulate_rput-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rget_bufread-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rget_bufwrite-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rget_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rget_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rget_get-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflush-rget_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rget_put-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rget_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rget_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rget_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rget_rput-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rput_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rput_bufread-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rput_bufwrite-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rput_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rput_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rput_get-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflush-rput_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rput_put-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rput_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rput_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rput_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflush-rput_rput-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-accumulate_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-accumulate_bufread-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-accumulate_bufwrite-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-accumulate_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-accumulate_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-accumulate_get-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflushlocal-accumulate_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-accumulate_put-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-accumulate_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-accumulate_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-accumulate_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-accumulate_rput-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-bufread_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-bufread_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-bufread_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-bufread_get-001.c,RMA,TN,FP,FP,TN,TN
Correct-lockflushlocal-bufread_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-bufread_put-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-bufread_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-bufread_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-bufread_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-bufread_rput-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-bufwrite_accumulate-001.c,RMA,TN,TN,FP,TN,TN
Correct-lockflushlocal-bufwrite_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-bufwrite_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-bufwrite_get-001.c,RMA,TN,FP,FP,TN,TN
Correct-lockflushlocal-bufwrite_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-bufwrite_put-001.c,RMA,TN,TN,FP,TN,TN
Correct-lockflushlocal-bufwrite_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-bufwrite_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-bufwrite_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-bufwrite_rput-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-compare_and_swap_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-compare_and_swap_bufread-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-compare_and_swap_bufwrite-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-compare_and_swap_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-compare_and_swap_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-compare_and_swap_get-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflushlocal-compare_and_swap_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-compare_and_swap_put-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-compare_and_swap_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-compare_and_swap_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-compare_and_swap_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-compare_and_swap_rput-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-fetch_and_op_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-fetch_and_op_bufread-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-fetch_and_op_bufwrite-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-fetch_and_op_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-fetch_and_op_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-fetch_and_op_get-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflushlocal-fetch_and_op_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-fetch_and_op_put-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-fetch_and_op_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-fetch_and_op_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-fetch_and_op_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-fetch_and_op_rput-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-get_accumulate-001.c,RMA,TN,FP,FP,TN,TN
Correct-lockflushlocal-get_accumulate_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-get_accumulate_bufread-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-get_accumulate_bufwrite-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-get_accumulate_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-get_accumulate_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-get_accumulate_get-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflushlocal-get_accumulate_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-get_accumulate_put-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-get_accumulate_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-get_accumulate_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-get_accumulate_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-get_accumulate_rput-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-get_bufread-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflushlocal-get_bufwrite-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflushlocal-get_compare_and_swap-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflushlocal-get_fetch_and_op-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflushlocal-get_get-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflushlocal-get_get_accumulate-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflushlocal-get_put-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflushlocal-get_raccumulate-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflushlocal-get_rget-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflushlocal-get_rget_accumulate-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflushlocal-get_rput-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflushlocal-put_accumulate-001.c,RMA,TN,TN,TN,TN,TN
